id,coord,weather,base,clouds,sys,areaid,name,cod,rain,visibility,dt,wind_degree,wind_speed,temp_max,temp_min,humidity,pressure,temp
ObjectId(571da174d9125d030a585872),"{""lon"":-71.18,""lat"":42.37}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.007,""country"":""US"",""sunrise"":1461577643,""sunset"":1461627506}",4954611,Watertown,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,278.22
ObjectId(571da174d9125d030a585873),"{""lon"":-71.21,""lat"":42.34}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0134,""country"":""US"",""sunrise"":1461577654,""sunset"":1461627509}",4945283,Newton,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,278.25
ObjectId(571da175d9125d030a585874),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da175d9125d030a585875),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da175d9125d030a585876),"{""lon"":-71.21,""lat"":42.34}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0134,""country"":""US"",""sunrise"":1461577654,""sunset"":1461627509}",4945283,Newton,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,278.25
ObjectId(571da176d9125d030a585877),"{""lon"":-71.12,""lat"":42.33}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0084,""country"":""US"",""sunrise"":1461577634,""sunset"":1461627487}",4931482,Brookline,200,,,2014,346.501,1.53,283.15,275.93,71,1020,278.02
ObjectId(571da176d9125d030a585878),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da176d9125d030a585879),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da176d9125d030a58587a),"{""lon"":-71.21,""lat"":42.34}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0134,""country"":""US"",""sunrise"":1461577654,""sunset"":1461627509}",4945283,Newton,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,278.25
ObjectId(571da177d9125d030a58587b),"{""lon"":-71.21,""lat"":42.34}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0134,""country"":""US"",""sunrise"":1461577654,""sunset"":1461627509}",4945283,Newton,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,278.25
ObjectId(571da177d9125d030a58587c),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da177d9125d030a58587d),"{""lon"":-71,""lat"":42.25}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0067,""country"":""US"",""sunrise"":1461577614,""sunset"":1461627449}",4948247,Quincy,200,,,2014,170.501,3.68,283.15,275.37,71,1020,277.94
ObjectId(571da178d9125d030a58587e),"{""lon"":-71,""lat"":42.25}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0067,""country"":""US"",""sunrise"":1461577614,""sunset"":1461627449}",4948247,Quincy,200,,,2014,170.501,3.68,283.15,275.37,71,1020,277.94
ObjectId(571da178d9125d030a58587f),"{""lon"":-71,""lat"":42.25}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0067,""country"":""US"",""sunrise"":1461577614,""sunset"":1461627449}",4948247,Quincy,200,,,2014,170.501,3.68,283.15,275.37,71,1020,277.94
ObjectId(571da178d9125d030a585880),"{""lon"":-71.18,""lat"":42.37}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.007,""country"":""US"",""sunrise"":1461577643,""sunset"":1461627506}",4954611,Watertown,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,278.22
ObjectId(571da179d9125d030a585881),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da179d9125d030a585882),"{""lon"":-71.16,""lat"":42.42}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0604,""country"":""US"",""sunrise"":1461577633,""sunset"":1461627506}",4929180,Arlington,200,,,2014,346.501,1.53,283.15,275.93,71,1020,278.12
ObjectId(571da179d9125d030a585883),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da179d9125d030a585884),"{""lon"":-71.07,""lat"":42.46}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0117,""country"":""US"",""sunrise"":1461577607,""sunset"":1461627489}",4943677,Melrose,200,,,2014,346.501,1.53,283.15,273.15,71,1020,277.71
ObjectId(571da17ad9125d030a585885),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da17bd9125d030a585886),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da17cd9125d030a585887),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da17dd9125d030a585888),"{""lon"":-71.1,""lat"":42.48}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0076,""country"":""US"",""sunrise"":1461577612,""sunset"":1461627499}",4952121,Stoneham,200,,,2014,1.50177,1.01,283.15,273.71,71,1020,277.75
ObjectId(571da17dd9125d030a585889),"{""lon"":-71.29,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0098,""country"":""US"",""sunrise"":1461577678,""sunset"":1461627524}",4954738,Wellesley,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,278.1
ObjectId(571da180d9125d030a58588a),"{""lon"":25.28,""lat"":54.63}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.3947,""country"":""LT"",""sunrise"":1461552736,""sunset"":1461606149}",598114,Kirtimai,200,,,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da180d9125d030a58588b),"{""lon"":25.3,""lat"":54.68}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0117,""country"":""LT"",""sunrise"":1461552722,""sunset"":1461606154}",6955406,U＼upis,200,,,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da183d9125d030a58588c),"{""lon"":-71,""lat"":42.22}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0045,""country"":""US"",""sunrise"":1461577617,""sunset"":1461627445}",4931181,Braintree,200,,,2014,205.002,3.76,283.15,275.37,71,1020,277.82
ObjectId(571da184d9125d030a58588d),"{""lon"":-71.04,""lat"":42.16}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0057,""country"":""US"",""sunrise"":1461577634,""sunset"":1461627448}",4948403,Randolph,200,,,2014,198.002,1.96,283.15,275.37,71,1020,278.07
ObjectId(571da184d9125d030a58588e),"{""lon"":-71.07,""lat"":42.25}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.2507,""country"":""US"",""sunrise"":1461577631,""sunset"":1461627465}",4944193,Milton,200,,,2014,198.002,1.96,283.15,275.37,71,1020,277.92
ObjectId(571da185d9125d030a58588f),"{""lon"":-71.04,""lat"":42.16}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0137,""country"":""US"",""sunrise"":1461577634,""sunset"":1461627448}",4948403,Randolph,200,,,2014,198.002,1.96,283.15,275.37,71,1020,278.12
ObjectId(571da186d9125d030a585890),"{""lon"":-70.94,""lat"":42.22}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0055,""country"":""US"",""sunrise"":1461577603,""sunset"":1461627431}",4955336,Weymouth,200,,,2014,205.002,3.76,283.15,275.37,71,1020,277.9
ObjectId(571da186d9125d030a585891),"{""lon"":-70.94,""lat"":42.22}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0123,""country"":""US"",""sunrise"":1461577603,""sunset"":1461627431}",4955336,Weymouth,200,,,2014,205.002,3.76,283.15,275.37,71,1020,278
ObjectId(571da187d9125d030a585892),"{""lon"":-71.01,""lat"":42.16}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0043,""country"":""US"",""sunrise"":1461577626,""sunset"":1461627441}",4939637,Holbrook,200,,,2014,198.002,1.96,283.15,275.37,71,1020,278.12
ObjectId(571da188d9125d030a585893),"{""lon"":-70.94,""lat"":42.22}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0123,""country"":""US"",""sunrise"":1461577603,""sunset"":1461627431}",4955336,Weymouth,200,,,2014,205.002,3.76,283.15,275.37,71,1020,278
ObjectId(571da188d9125d030a585894),"{""lon"":-71.04,""lat"":42.16}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0137,""country"":""US"",""sunrise"":1461577634,""sunset"":1461627448}",4948403,Randolph,200,,,2014,198.002,1.96,283.15,275.37,71,1020,278.12
ObjectId(571da188d9125d030a585895),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da189d9125d030a585896),"{""lon"":-71.23,""lat"":42.28}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0045,""country"":""US"",""sunrise"":1461577666,""sunset"":1461627507}",4945055,Needham,200,,,2014,198.002,1.96,283.15,275.37,71,1020,278.08
ObjectId(571da189d9125d030a585897),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da189d9125d030a585898),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0056,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.86
ObjectId(571da18ad9125d030a585899),"{""lon"":20.94,""lat"":52.15}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5374,""message"":0.0049,""country"":""PL"",""sunrise"":1461554221,""sunset"":1461606739}",759915,Rybie,200,,,2014,290,1.5,279.26,273.71,80,1006,276.12
ObjectId(571da18ad9125d030a58589a),"{""lon"":20.94,""lat"":52.15}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5374,""message"":0.0049,""country"":""PL"",""sunrise"":1461554221,""sunset"":1461606739}",759915,Rybie,200,,,2014,290,1.5,279.26,273.71,80,1006,276.12
ObjectId(571da18ad9125d030a58589b),"{""lon"":-71.08,""lat"":42.33}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0156,""country"":""US"",""sunrise"":1461577624,""sunset"":1461627477}",4952349,Suffolk County,200,,16093,2014,160.502,0.76,283.15,276.15,71,1020,278.15
ObjectId(571da18bd9125d030a58589c),"{""lon"":25.2,""lat"":54.6}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0025,""country"":""LT"",""sunrise"":1461552761,""sunset"":1461606163}",600688,Baltoji Voke,200,,,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da18cd9125d030a58589d),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0056,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.86
ObjectId(571da18cd9125d030a58589e),"{""lon"":-71.06,""lat"":42.36}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0191,""country"":""US"",""sunrise"":1461577616,""sunset"":1461627476}",4930956,Boston,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,277.9
ObjectId(571da18cd9125d030a58589f),"{""lon"":-71.06,""lat"":42.36}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0191,""country"":""US"",""sunrise"":1461577616,""sunset"":1461627476}",4930956,Boston,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,277.9
ObjectId(571da18dd9125d030a5858a0),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0111,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.8
ObjectId(571da18dd9125d030a5858a1),"{""lon"":-71.06,""lat"":42.36}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.007,""country"":""US"",""sunrise"":1461577616,""sunset"":1461627476}",4930956,Boston,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,277.86
ObjectId(571da18ed9125d030a5858a2),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0056,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.86
ObjectId(571da18ed9125d030a5858a3),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0056,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.86
ObjectId(571da18ed9125d030a5858a4),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0056,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.86
ObjectId(571da18ed9125d030a5858a5),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0056,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.86
ObjectId(571da18fd9125d030a5858a6),"{""lon"":-71.06,""lat"":42.36}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0191,""country"":""US"",""sunrise"":1461577616,""sunset"":1461627476}",4930956,Boston,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,277.9
ObjectId(571da18fd9125d030a5858a7),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0111,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.8
ObjectId(571da190d9125d030a5858a8),"{""lon"":-71.45,""lat"":42.43}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1272,""message"":0.0058,""country"":""US"",""sunrise"":1461577701,""sunset"":1461627577}",4943490,Maynard,200,,,2014,1.50177,1.01,283.15,275.37,74,1018,278.3
ObjectId(571da190d9125d030a5858a9),"{""lon"":-1.23,""lat"":39.2}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":0}","{""type"":3,""id"":255134,""message"":0.0076,""country"":""ES"",""sunrise"":1461561210,""sunset"":1461610361}",2509602,Villa de Ves,200,,,2014,290,0.51,283.71,278.71,55,1016,280.12
ObjectId(571da190d9125d030a5858aa),"{""lon"":25.2,""lat"":54.6}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0025,""country"":""LT"",""sunrise"":1461552761,""sunset"":1461606163}",600688,Baltoji Voke,200,,,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da191d9125d030a5858ab),"{""lon"":-71.11,""lat"":42.37}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0141,""country"":""US"",""sunrise"":1461577627,""sunset"":1461627489}",6254926,Massachusetts,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,278.02
ObjectId(571da191d9125d030a5858ac),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0111,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.8
ObjectId(571da192d9125d030a5858ad),"{""lon"":-70.91,""lat"":42.3}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0111,""country"":""US"",""sunrise"":1461577587,""sunset"":1461627433}",4940134,Hull,200,,,2014,160.502,0.76,283.15,275.37,71,1020,277.8
ObjectId(571da192d9125d030a5858ae),"{""lon"":25.2,""lat"":54.6}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0025,""country"":""LT"",""sunrise"":1461552761,""sunset"":1461606163}",600688,Baltoji Voke,200,,,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da192d9125d030a5858af),"{""lon"":25.2,""lat"":54.6}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0025,""country"":""LT"",""sunrise"":1461552761,""sunset"":1461606163}",600688,Baltoji Voke,200,,,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da193d9125d030a5858b0),"{""lon"":25.2,""lat"":54.6}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0025,""country"":""LT"",""sunrise"":1461552761,""sunset"":1461606163}",600688,Baltoji Voke,200,,,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da193d9125d030a5858b1),"{""lon"":25.2,""lat"":54.6}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",cmc stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0051,""country"":""LT"",""sunrise"":1461552761,""sunset"":1461606163}",600688,Baltoji Voke,200,,,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da194d9125d030a5858b2),"{""lon"":-71.06,""lat"":42.36}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",cmc stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.007,""country"":""US"",""sunrise"":1461577616,""sunset"":1461627476}",4930956,Boston,200,,,2014,1.50177,1.01,283.15,275.37,71,1020,277.86
ObjectId(571da194d9125d030a5858b3),"{""lon"":25.28,""lat"":54.63}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0263,""country"":""LT"",""sunrise"":1461552736,""sunset"":1461606149}",598114,Kirtimai,200,,10000,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da194d9125d030a5858b4),"{""lon"":25.28,""lat"":54.63}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0263,""country"":""LT"",""sunrise"":1461552736,""sunset"":1461606149}",598114,Kirtimai,200,,10000,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da195d9125d030a5858b5),"{""lon"":25.28,""lat"":54.63}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",stations,"{""all"":0}","{""type"":1,""id"":5437,""message"":0.0263,""country"":""LT"",""sunrise"":1461552736,""sunset"":1461606149}",598114,Kirtimai,200,,10000,2014,40,1.5,274.15,274.15,95,1005,274.15
ObjectId(571da195d9125d030a5858b6),"{""lon"":20.94,""lat"":52.17}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",stations,"{""all"":0}","{""type"":1,""id"":5374,""message"":0.0305,""country"":""PL"",""sunrise"":1461554218,""sunset"":1461606742}",753911,Za＼uski,200,,10000,2014,290,1.5,279.26,273.71,79,1006,276.16
ObjectId(571da196d9125d030a5858b7),"{""lon"":20.94,""lat"":52.17}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",stations,"{""all"":0}","{""type"":1,""id"":5374,""message"":0.0305,""country"":""PL"",""sunrise"":1461554218,""sunset"":1461606742}",753911,Za＼uski,200,,10000,2014,290,1.5,279.26,273.71,79,1006,276.16
ObjectId(571da196d9125d030a5858b8),"{""lon"":-71.08,""lat"":42.33}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01n""}]",stations,"{""all"":1}","{""type"":1,""id"":1801,""message"":0.0156,""country"":""US"",""sunrise"":1461577624,""sunset"":1461627477}",4952349,Suffolk County,200,,16093,2014,160.502,0.76,283.15,276.15,71,1020,278.15
ObjectId(571da196d9125d030a5858b9),"{""lon"":20.94,""lat"":52.17}","[{""id"":800,""main"":""Clear"",""description"":""clear sky"",""icon"":""01d""}]",stations,"{""all"":0}","{""type"":1,""id"":5374,""message"":0.0305,""country"":""PL"",""sunrise"":1461554218,""sunset"":1461606742}",753911,Za＼uski,200,,10000,2014,290,1.5,279.26,273.71,79,1006,276.16
